CUSTOMER_NUMBER,TIME_ID,BAD,GOOD,GB,ACTIVITY_M_NO,ACTIVITY_M_DATE,ACTIVITY_M_WDAY,ACTIVITY_M_HOUR,ACTIVITY_M_NAME,ACTIVITY_NO,ACTIVITY_DATE,ACTIVITY_WDAY,ACTIVITY_HOUR,ACTIVITY_NAME
360220,1,0,1,G,38,8,5,10,5,68,8,5,10,7
763793,1,0,1,G,22,4,3,4,4,34,4,3,4,6
866145,1,0,1,G,232,19,7,30,3,330,19,7,37,6
189792,1,0,1,G,130,8,6,19,4,197,8,6,25,6
899716,1,0,1,G,135,10,6,17,4,180,10,6,21,6
780098,1,0,1,G,51,9,4,13,7,90,9,4,18,10
778381,1,0,1,G,221,14,7,20,6,285,14,7,23,9
973089,1,0,1,G,51,6,3,10,9,77,6,3,11,12
727187,1,0,1,G,5,3,3,3,3,14,3,3,4,6
547414,1,0,1,G,75,3,3,3,2,93,3,3,4,5
668428,1,0,1,G,225,11,6,22,8,300,11,6,25,11
454744,1,0,1,G,90,7,4,23,3,185,7,4,27,6
434901,1,0,1,G,26,5,4,6,5,45,5,4,7,7
864494,1,0,1,G,36,4,3,5,3,51,4,3,6,5
886964,1,0,1,G,140,11,6,24,6,235,11,6,28,10
72007,1,0,1,G,179,7,6,13,5,254,7,6,16,10
801528,1,0,1,G,20,4,4,4,4,34,4,4,6,8
59664,1,1,0,B,22,2,2,2,5,35,2,2,3,9
428849,1,0,1,G,142,16,7,26,6,242,16,7,26,8
533506,1,0,1,G,0,0,0,1,0,0,0,0,1,0
872598,1,0,1,G,19,5,4,5,4,34,5,4,5,6
999262,1,0,1,G,0,0,0,1,0,0,0,0,1,0
815139,1,0,1,G,26,4,3,5,4,42,4,3,8,6
779314,1,0,1,G,9,4,3,4,3,14,4,3,4,4
948435,1,0,1,G,87,16,7,23,8,163,18,7,31,11
862523,1,0,1,G,139,12,6,16,6,191,12,6,19,8
81436,1,0,1,G,72,12,7,14,4,117,12,7,18,7
268349,1,0,1,G,74,5,4,10,6,104,5,4,11,11
357798,1,0,1,G,14,2,2,2,4,22,2,2,2,7
884874,1,0,1,G,153,5,5,10,6,188,5,5,12,10
471865,1,0,1,G,25,6,6,10,3,48,6,6,11,5
140170,1,0,1,G,137,13,7,22,4,202,13,7,30,7
183952,1,0,1,G,73,13,7,25,4,155,13,7,30,7
437521,1,0,1,G,31,1,1,2,3,37,2,2,3,5
734428,1,0,1,G,6,2,2,3,2,15,2,2,4,4
928118,1,0,1,G,42,6,4,6,4,65,6,4,6,6
324754,1,0,1,G,122,7,6,14,8,165,7,6,16,12
358035,1,0,1,G,35,4,4,7,6,60,4,4,8,11
56288,1,0,1,G,3,2,2,2,2,7,2,2,2,4
19752,1,0,1,G,20,2,1,5,4,43,2,1,7,8
4288,1,0,1,G,56,2,2,5,5,70,2,2,5,9
635180,1,0,1,G,23,6,6,7,3,44,6,6,9,6
657153,1,0,1,G,14,4,2,6,2,21,4,2,6,4
685173,1,1,0,B,38,6,5,8,4,67,7,5,9,6
492522,1,1,0,B,0,0,0,1,0,0,0,0,1,0
920508,1,1,0,B,0,0,0,1,0,0,0,0,1,0
922643,1,0,1,G,21,4,3,4,3,32,4,3,5,6
870414,1,0,1,G,25,3,3,4,3,34,3,3,4,6
964534,1,0,1,G,12,4,3,4,3,24,4,3,4,5
765350,1,0,1,G,159,15,7,21,11,219,16,7,29,14
964954,1,0,1,G,18,2,2,3,3,27,2,2,4,6
718428,1,0,1,G,108,7,5,14,7,168,7,5,16,10
7671,1,0,1,G,242,13,7,19,3,303,13,7,23,6
962803,1,0,1,G,128,15,7,34,7,245,15,7,41,9
897157,1,0,1,G,11,4,3,4,2,21,4,3,4,4
758763,1,0,1,G,47,10,6,12,8,92,10,6,14,12
707394,1,0,1,G,60,5,5,9,6,91,5,5,10,9
226147,1,0,1,G,356,12,7,17,9,414,12,7,17,12
280006,1,0,1,G,133,15,6,28,7,275,21,7,47,10
819951,1,0,1,G,69,13,6,14,8,111,13,6,16,10
864756,1,0,1,G,86,5,4,10,7,120,5,4,12,9
486408,1,0,1,G,45,6,4,9,8,80,7,4,11,12
148778,1,0,1,G,610,19,7,67,9,834,19,7,80,13
347917,1,0,1,G,131,13,7,20,6,220,15,7,33,9
816565,1,0,1,G,86,10,6,14,7,137,11,7,15,12
463690,1,0,1,G,248,16,7,32,6,370,16,7,38,11
60208,1,0,1,G,35,7,5,8,8,61,7,5,9,11
229887,1,0,1,G,30,4,4,5,6,48,4,4,5,11
857568,1,0,1,G,21,3,3,4,3,32,3,3,4,6
722330,1,0,1,G,182,4,4,16,6,252,5,5,21,11
616052,1,0,1,G,29,7,4,11,4,65,7,4,15,7
578220,1,0,1,G,133,11,6,17,6,199,11,6,21,9
362734,1,0,1,G,61,9,5,13,6,107,9,5,14,9
732082,1,0,1,G,22,5,5,6,6,45,5,5,7,10
824474,1,0,1,G,81,9,6,14,7,117,9,6,18,11
649569,1,0,1,G,43,8,6,10,5,81,9,6,14,9
818127,1,0,1,G,240,16,7,52,5,436,16,7,61,9
722716,1,0,1,G,846,11,7,100,8,1270,11,7,110,13
732434,1,1,0,B,0,0,0,1,0,0,0,0,1,0
508621,1,0,1,G,62,9,6,12,5,102,9,6,16,7
629201,1,0,1,G,79,10,5,12,4,112,10,5,12,6
513596,1,0,1,G,0,0,0,1,0,0,0,0,1,0
38817,1,0,1,G,133,14,7,18,4,193,14,7,20,6
983212,1,0,1,G,873,29,7,107,8,1252,29,7,132,11
721931,1,0,1,G,41,15,7,16,5,92,15,7,21,7
719317,1,0,1,G,52,5,5,9,7,76,5,5,11,9
348150,1,0,1,G,298,14,6,32,9,420,15,6,39,12
567027,1,0,1,G,20,11,7,12,3,60,11,7,12,5
344818,1,0,1,G,115,18,7,30,9,169,18,7,38,11
808602,1,0,1,G,8,4,3,4,3,20,4,3,5,5
370603,1,0,1,G,70,10,6,14,5,120,10,6,20,7
827280,1,0,1,G,50,13,6,16,6,98,13,6,20,8
249853,1,0,1,G,17,2,2,2,5,20,2,2,2,7
801870,1,0,1,G,23,3,3,4,6,35,3,3,4,9
204818,1,0,1,G,40,13,6,15,3,85,13,6,19,5
563844,1,0,1,G,80,15,7,23,7,142,15,7,27,9
789280,1,0,1,G,16,5,4,7,5,42,7,6,9,8
167134,1,0,1,G,46,4,2,4,4,61,4,2,4,6
219818,1,0,1,G,219,13,6,22,7,281,13,6,24,9
539705,1,0,1,G,44,7,5,11,6,76,7,5,14,8
960781,1,1,0,B,17,3,2,3,3,30,3,2,4,6
572240,1,0,1,G,72,5,4,13,6,117,5,4,13,8
998385,1,0,1,G,14,5,4,5,4,29,5,4,5,6
274892,1,0,1,G,31,7,3,11,5,62,7,3,14,7
226793,1,0,1,G,111,18,7,29,4,216,19,7,34,6
335684,1,0,1,G,62,13,6,21,6,134,15,6,28,9
618765,1,0,1,G,132,17,7,26,8,228,17,7,30,11
629609,1,0,1,G,135,17,7,30,7,246,17,7,41,9
465403,1,0,1,G,13,4,4,4,3,24,4,4,5,5
517636,1,0,1,G,67,7,4,9,6,100,7,4,9,8
952655,1,0,1,G,88,17,7,24,7,176,17,7,31,11
858407,1,0,1,G,103,14,7,25,6,176,14,7,32,9
175077,1,0,1,G,171,16,6,51,7,359,17,7,56,9
943358,1,0,1,G,152,8,5,12,6,216,8,5,13,12
702594,1,0,1,G,43,2,2,3,6,77,2,2,4,12
379252,1,0,1,G,624,14,7,46,8,773,14,7,60,11
681609,1,0,1,G,528,16,7,30,9,616,16,7,37,12
372796,1,0,1,G,31,6,4,7,5,55,6,4,9,8
818956,1,0,1,G,26,6,4,9,4,59,7,5,12,8
173246,1,0,1,G,83,8,6,14,6,128,9,6,19,9
680896,1,0,1,G,116,10,7,26,8,197,10,7,31,11
113300,1,0,1,G,69,7,5,11,5,110,8,5,12,10
329028,1,0,1,G,65,5,4,7,5,131,5,4,8,10
267897,1,0,1,G,20,5,3,7,5,33,5,3,7,7
363737,1,0,1,G,42,5,5,12,5,58,5,5,12,8
681797,1,0,1,G,10,2,2,2,4,17,2,2,2,8
116156,1,0,1,G,65,7,5,13,5,89,8,5,14,8
919385,1,0,1,G,32,8,6,9,3,59,8,6,10,6
66577,1,0,1,G,35,6,5,9,5,69,6,5,10,8
653607,1,0,1,G,36,2,2,3,5,48,2,2,4,9
710191,1,0,1,G,71,7,5,13,6,116,8,5,16,10
97280,1,1,0,B,29,3,3,3,3,47,3,3,4,6
493722,1,0,1,G,50,9,4,12,4,86,9,4,13,7
243617,1,0,1,G,60,4,4,8,3,85,4,4,10,5
698728,1,0,1,G,162,10,7,13,4,205,10,7,16,8
431219,1,0,1,G,325,9,6,13,5,368,9,6,16,9
363024,1,0,1,G,84,2,2,3,5,93,2,2,5,9
359930,1,0,1,G,16,2,2,3,4,25,2,2,3,7
434925,1,0,1,G,101,8,6,12,9,141,9,6,14,14
979932,1,0,1,G,75,4,3,8,6,125,6,5,12,10
177273,1,0,1,G,99,8,6,13,6,142,9,6,16,10
384628,1,0,1,G,27,2,2,2,3,33,2,2,4,6
731307,1,0,1,G,23,5,5,6,6,45,6,6,7,10
47515,1,0,1,G,105,4,3,9,6,131,5,4,12,9
89978,1,0,1,G,217,17,7,36,9,330,17,7,40,13
398303,1,0,1,G,145,10,5,13,5,187,11,6,16,8
969987,1,0,1,G,74,3,3,8,10,103,3,3,12,14
608963,1,0,1,G,138,3,3,12,5,188,3,3,14,9
141354,1,1,0,B,0,0,0,1,0,0,0,0,1,0
749822,1,0,1,G,96,16,7,28,7,196,16,7,28,10
193617,1,0,1,G,104,10,5,15,9,153,10,5,17,12
931902,1,0,1,G,3,3,3,3,1,12,3,3,4,3
649752,1,0,1,G,20,3,3,4,4,33,3,3,4,6
820788,1,0,1,G,9,2,2,2,2,15,2,2,3,5
120033,1,0,1,G,39,7,5,8,5,66,8,5,11,7
550267,1,0,1,G,48,9,5,10,3,78,9,5,11,5
793097,1,0,1,G,37,4,3,4,4,49,4,3,5,6
441480,1,0,1,G,0,0,0,1,0,0,0,0,1,0
978895,1,0,1,G,45,8,5,8,3,69,8,5,8,5
746951,1,0,1,G,39,8,6,10,3,68,8,6,13,5
235595,1,0,1,G,7,2,2,3,3,13,2,2,4,5
832130,1,0,1,G,26,5,4,5,3,47,5,4,5,6
784931,1,0,1,G,0,0,0,1,0,0,0,0,1,0
405024,1,0,1,G,56,11,7,16,6,106,11,7,23,8
207877,1,0,1,G,10,3,2,3,3,19,3,2,3,5
176221,1,0,1,G,17,4,4,4,6,29,4,4,4,8
587554,1,0,1,G,191,21,7,39,3,325,22,7,48,5
819060,1,0,1,G,48,3,2,4,3,63,4,2,8,5
405103,1,0,1,G,31,8,6,11,4,61,8,6,13,6
79542,1,0,1,G,34,7,5,10,5,59,7,5,12,8
60938,1,0,1,G,4,1,1,1,2,7,1,1,2,4
985595,1,0,1,G,21,2,1,2,3,29,2,1,2,5
799268,1,0,1,G,17,4,3,5,3,32,4,3,6,6
825822,1,0,1,G,36,6,4,11,5,72,6,4,15,7
763768,1,0,1,G,7,1,1,1,2,13,2,2,2,4
542064,1,1,0,B,42,3,3,5,1,49,3,3,5,3
711258,1,0,1,G,53,10,5,15,3,101,10,5,15,5
507797,1,1,0,B,12,2,2,3,4,21,2,2,4,6
688040,1,0,1,G,0,0,0,1,0,0,0,0,1,0
387098,1,0,1,G,119,10,7,18,7,178,10,7,22,10
191251,1,0,1,G,203,11,6,20,5,278,11,6,21,8
583312,1,0,1,G,4,2,2,2,2,13,2,2,2,5
949704,1,0,1,G,16,1,1,3,5,30,1,1,3,8
816318,1,0,1,G,142,13,7,21,7,226,14,7,22,10
14871,1,0,1,G,4,2,2,2,2,10,2,2,2,4
933120,1,0,1,G,90,5,5,9,4,117,5,5,11,7
768436,1,0,1,G,154,13,6,20,4,216,13,6,22,7
324068,1,0,1,G,12,3,3,3,3,21,3,3,3,5
697473,1,0,1,G,1,1,1,1,1,4,1,1,1,4
744263,1,0,1,G,17,4,4,6,2,36,4,4,8,6
963140,1,0,1,G,12,2,2,2,4,18,2,2,3,6
334528,1,0,1,G,133,9,5,17,4,189,9,5,21,6
293865,1,0,1,G,69,7,4,12,5,108,7,4,14,8
545500,1,0,1,G,172,7,5,10,5,207,7,5,12,10
320281,1,0,1,G,74,4,3,5,8,101,4,3,7,12
414749,1,0,1,G,26,4,3,6,5,45,4,3,6,8
162186,1,0,1,G,85,12,6,28,5,171,12,6,34,9
869298,1,0,1,G,155,11,7,24,7,217,11,7,24,10
754553,1,0,1,G,18,5,3,7,6,38,6,4,9,10
638396,1,0,1,G,20,3,3,4,4,33,3,3,6,8
243340,1,0,1,G,22,4,4,7,4,43,4,4,8,7
923110,1,0,1,G,117,9,7,18,6,170,9,7,18,8
91755,1,0,1,G,13,3,3,3,6,22,3,3,3,8
903224,1,0,1,G,2,1,1,1,2,8,2,2,3,4
46973,1,0,1,G,171,24,7,44,5,308,24,7,61,8
938363,1,0,1,G,646,23,7,76,9,890,23,7,78,11
130988,1,1,0,B,549,15,7,72,8,807,15,7,83,10
306860,1,0,1,G,12,3,3,4,3,24,3,3,4,6
226454,1,0,1,G,346,22,7,44,7,481,22,7,57,10
794867,1,0,1,G,85,7,5,10,3,117,8,6,11,5
892204,1,0,1,G,33,3,3,4,4,48,4,4,7,6
210528,1,0,1,G,64,11,7,16,8,110,12,7,18,11
77609,1,0,1,G,168,13,7,26,8,268,13,7,28,10
974264,1,0,1,G,39,8,6,10,6,73,8,6,13,9
874788,1,0,1,G,26,7,5,7,3,47,7,5,8,5
422791,1,0,1,G,80,9,4,13,4,128,9,4,17,7
51527,1,0,1,G,65,9,7,10,6,95,9,7,13,9
672701,1,0,1,G,17,3,3,4,4,29,3,3,4,7
700248,1,0,1,G,25,4,4,5,5,46,4,4,6,9
896496,1,0,1,G,23,2,2,5,4,39,2,2,5,8
600896,1,0,1,G,0,0,0,1,0,0,0,0,1,0
936917,1,0,1,G,77,10,6,18,7,130,10,6,21,10
169795,1,0,1,G,58,9,6,9,4,87,9,6,14,6
479742,1,0,1,G,98,9,5,12,4,140,9,5,18,7
691238,1,0,1,G,80,12,5,17,7,141,13,6,24,9
363712,1,0,1,G,42,8,6,18,6,99,8,6,22,9
312910,1,0,1,G,146,12,6,19,6,187,12,6,22,9
452715,1,1,0,B,2,1,1,1,1,5,1,1,1,3
687832,1,0,1,G,13,2,2,4,3,25,2,2,4,5
979237,1,0,1,G,108,11,7,25,4,192,11,7,30,6
29790,1,0,1,G,141,9,5,16,4,196,9,5,21,8
110649,1,0,1,G,34,3,2,4,6,54,3,2,5,9
537079,1,0,1,G,70,5,4,6,4,110,5,4,9,10
902823,1,0,1,G,11,2,1,3,4,20,2,1,3,8
544762,1,0,1,G,38,5,4,6,2,56,5,4,7,5
918811,1,0,1,G,36,6,5,6,3,55,6,5,8,5
990036,1,0,1,G,91,13,6,18,7,152,13,6,24,9
160035,1,0,1,G,122,16,5,31,8,216,16,5,38,12
311316,1,0,1,G,66,16,7,19,7,133,16,7,26,9
868741,1,0,1,G,27,5,3,7,4,51,5,3,9,7
493138,1,0,1,G,34,4,4,8,5,65,4,4,8,9
732807,1,0,1,G,100,9,6,14,6,145,9,6,21,8
616411,1,0,1,G,399,7,6,14,6,451,7,6,14,10
565732,1,0,1,G,18,3,3,5,7,37,3,3,8,10
153815,1,0,1,G,25,5,5,7,6,46,5,5,7,9
212333,1,0,1,G,32,4,4,5,6,52,4,4,8,10
973541,1,0,1,G,23,4,3,5,5,37,4,3,6,8
545198,1,0,1,G,22,2,2,4,5,31,2,2,6,8
74612,1,0,1,G,10,2,2,2,3,16,2,2,2,5
812110,1,1,0,B,0,0,0,1,0,0,0,0,1,0
726513,1,0,1,G,0,0,0,1,0,0,0,0,1,0
969801,1,0,1,G,0,0,0,1,0,0,0,0,1,0
747459,1,0,1,G,68,11,7,16,4,98,11,7,21,7
139662,1,0,1,G,49,10,6,15,4,93,10,6,17,7
414816,1,0,1,G,0,0,0,1,0,0,0,0,1,0
215266,1,0,1,G,20,5,4,6,3,39,5,4,8,5
573527,1,0,1,G,13,4,2,4,4,25,4,2,5,6
176216,1,0,1,G,0,0,0,1,0,0,0,0,1,0
236887,1,0,1,G,65,11,7,14,6,104,11,7,17,8
65562,1,0,1,G,10,2,2,3,4,20,2,2,3,6
702728,1,0,1,G,70,9,6,13,5,112,9,6,13,8
967892,1,0,1,G,13,3,2,3,5,21,3,2,5,7
449930,1,0,1,G,326,19,7,39,7,464,19,7,46,10
654151,1,0,1,G,0,0,0,1,0,0,0,0,1,0
52334,1,0,1,G,152,8,4,14,5,208,8,4,15,9
471383,1,0,1,G,15,2,2,2,5,35,2,2,2,10
219474,1,0,1,G,12,1,1,2,5,21,1,1,2,8
986425,1,0,1,G,6,1,1,2,4,8,1,1,2,6
438739,1,0,1,G,38,7,5,9,4,62,7,5,10,6
777446,1,0,1,G,38,3,3,3,3,47,3,3,5,6
26354,1,0,1,G,45,3,3,3,4,55,3,3,4,8
121797,1,0,1,G,26,8,5,11,6,68,9,5,17,8
420138,1,1,0,B,12,4,4,4,4,24,4,4,4,6
120253,1,0,1,G,18,6,5,8,5,43,7,6,12,7
389291,1,0,1,G,23,7,5,9,2,48,7,5,11,4
58448,1,0,1,G,76,5,5,8,5,103,5,5,10,8
433549,1,0,1,G,14,2,2,4,5,29,3,3,7,8
822328,1,0,1,G,50,12,7,14,2,94,12,7,16,4
539722,1,0,1,G,0,0,0,1,0,0,0,0,1,0
209033,1,0,1,G,30,2,2,4,3,41,2,2,5,7
654985,1,0,1,G,47,8,6,9,5,74,8,6,13,9
672869,1,0,1,G,52,8,5,8,4,79,8,5,9,6
464950,1,0,1,G,9,2,1,3,3,18,2,1,3,5
680607,1,0,1,G,10,4,4,4,3,22,4,4,5,5
281825,1,0,1,G,4,2,2,2,3,8,2,2,2,5
235219,1,0,1,G,7,2,2,2,2,13,2,2,3,4
193924,1,0,1,G,3,1,1,1,2,11,2,2,3,5
884749,1,0,1,G,43,7,5,10,6,82,8,5,15,8
606364,1,0,1,G,148,20,7,36,5,270,20,7,43,8
140574,1,0,1,G,5,1,1,1,3,8,1,1,2,5
548675,1,0,1,G,38,10,6,11,5,71,10,6,11,7
464124,1,0,1,G,58,7,4,11,7,97,7,4,12,11
168865,1,0,1,G,39,7,6,8,3,61,7,6,9,6
501020,1,0,1,G,193,10,7,22,7,263,10,7,26,9
259488,1,0,1,G,30,6,5,7,5,48,6,5,8,7
809540,1,0,1,G,27,5,5,7,9,46,5,5,8,13
413850,1,0,1,G,146,10,6,13,4,183,10,6,16,7
949332,1,0,1,G,165,9,5,21,8,240,9,5,24,11
248622,1,0,1,G,11,4,3,4,2,23,4,3,5,4
286291,1,0,1,G,17,3,2,5,6,32,3,2,5,8
666527,1,0,1,G,39,4,3,6,5,57,4,3,6,7
718527,1,0,1,G,9,4,4,4,2,21,4,4,4,4
432193,1,0,1,G,148,16,7,20,5,217,16,7,25,7
940628,1,0,1,G,70,7,4,11,5,100,7,4,17,8
307314,1,0,1,G,189,20,7,31,7,306,20,7,39,14
624735,1,0,1,G,34,4,4,5,6,49,4,4,5,9
979256,1,1,0,B,131,15,7,37,7,265,15,7,43,11
393105,1,0,1,G,167,14,6,28,5,252,14,6,32,8
480125,1,0,1,G,47,3,3,7,6,71,3,3,7,9
383772,1,0,1,G,43,3,3,4,4,57,3,3,5,7
973746,1,0,1,G,47,2,2,5,5,56,2,2,6,8
980829,1,0,1,G,122,11,6,17,8,176,11,6,20,11
961318,1,0,1,G,112,10,7,13,8,182,10,7,16,13
243045,1,0,1,G,173,14,7,27,10,235,14,7,31,14
118965,1,0,1,G,166,13,7,27,7,319,13,7,28,10
59891,1,0,1,G,130,5,5,9,5,188,5,5,9,9
332086,1,0,1,G,110,6,5,10,5,142,6,5,13,9
488540,1,0,1,G,103,10,6,17,9,162,10,6,20,12
972667,1,0,1,G,24,3,3,4,4,41,3,3,7,9
862962,1,0,1,G,474,17,7,59,5,681,17,7,75,10
781699,1,0,1,G,30,4,4,5,6,54,4,4,6,9
373341,1,0,1,G,188,17,7,45,9,323,17,7,58,12
862484,1,0,1,G,61,14,7,18,5,121,14,7,24,7
92610,1,0,1,G,75,11,7,13,3,117,11,7,15,6
686903,1,0,1,G,119,8,5,15,10,164,8,5,18,12
281760,1,0,1,G,118,16,7,26,7,207,16,7,30,9
455649,1,0,1,G,99,7,5,11,6,133,7,5,16,8
536384,1,0,1,G,162,17,7,29,7,277,17,7,31,9
996564,1,0,1,G,20,8,5,8,3,45,9,5,10,5
155196,1,0,1,G,41,11,6,17,6,92,11,6,21,8
81798,1,0,1,G,45,9,6,12,6,82,9,6,16,8
99811,1,0,1,G,53,14,6,19,5,113,15,6,25,7
6341,1,0,1,G,283,20,7,58,7,494,20,7,62,10
451927,1,0,1,G,177,16,7,36,12,264,16,7,38,15
108381,1,0,1,G,21,6,5,6,3,42,6,5,6,5
790107,1,0,1,G,30,10,6,11,4,67,10,6,15,6
964600,1,0,1,G,0,0,0,1,0,0,0,0,1,0
857724,1,0,1,G,33,8,5,14,5,78,8,5,17,7
340629,1,0,1,G,1,1,1,1,1,2,1,1,1,2
327106,1,0,1,G,89,8,6,9,4,123,8,6,12,6
800443,1,0,1,G,33,8,5,8,6,63,8,5,9,8
710971,1,0,1,G,31,6,5,9,4,55,6,5,11,7
873504,1,0,1,G,55,10,5,12,6,91,10,5,12,8
689200,1,0,1,G,22,4,4,4,4,37,5,4,5,7
498401,1,0,1,G,23,4,3,6,5,41,4,3,6,7
779922,1,0,1,G,170,22,7,47,8,323,22,7,62,11
202972,1,0,1,G,11,3,2,3,3,23,4,3,5,6
563978,1,1,0,B,4,1,1,1,3,7,1,1,1,5
563520,1,0,1,G,13,4,3,6,4,32,4,3,10,6
977606,1,0,1,G,82,6,4,7,2,103,6,4,7,5
591759,1,0,1,G,222,26,7,55,5,415,26,7,64,8
234629,1,0,1,G,188,13,6,28,3,287,13,6,30,6
136120,1,0,1,G,7,2,2,2,3,13,2,2,2,5
282083,1,0,1,G,195,14,7,37,6,311,14,7,45,9
205386,1,0,1,G,103,10,6,16,6,157,10,6,20,9
600312,1,0,1,G,14,3,3,4,4,16,3,3,4,5
287608,1,0,1,G,16,4,4,6,4,37,4,4,8,7
896556,1,0,1,G,28,5,4,5,3,46,6,5,7,6
801090,1,0,1,G,125,4,4,20,7,203,4,4,21,9
53335,1,0,1,G,157,11,7,21,8,244,12,7,26,10
946007,1,1,0,B,10,4,4,5,3,25,4,4,6,5
449401,1,0,1,G,92,8,6,13,8,128,8,6,15,10
523702,1,0,1,G,109,12,5,20,7,174,12,5,27,10
721987,1,0,1,G,47,6,4,8,9,71,6,4,8,11
456015,1,0,1,G,328,14,7,25,8,403,14,7,29,12
185025,1,0,1,G,52,3,3,6,8,76,3,3,6,14
931319,1,0,1,G,108,10,6,16,7,161,10,6,22,10
937158,1,0,1,G,33,3,3,3,5,44,3,3,4,9
356434,1,0,1,G,87,11,6,16,10,147,11,6,18,13
671729,1,0,1,G,20,5,3,5,7,41,5,3,8,11
588223,1,0,1,G,50,3,3,3,5,65,3,3,4,9
662794,1,0,1,G,313,9,6,13,7,381,9,6,14,12
207630,1,0,1,G,38,2,2,4,6,53,2,2,4,9
191233,1,0,1,G,71,5,3,9,7,102,5,3,9,10
747423,1,0,1,G,66,4,2,6,9,95,4,2,6,13
813561,1,0,1,G,86,4,3,8,8,117,4,3,10,12
71630,1,0,1,G,105,10,6,18,6,168,10,6,25,11
29602,1,0,1,G,168,11,6,19,10,256,12,6,25,14
629259,1,0,1,G,61,8,5,12,6,101,8,5,15,9
190817,1,0,1,G,164,9,5,19,10,243,9,5,24,14
771057,1,0,1,G,89,5,5,9,8,109,5,5,10,12
829636,1,0,1,G,79,4,3,6,5,108,4,3,7,9
327139,1,0,1,G,62,7,6,16,5,108,7,6,17,8
865546,1,0,1,G,76,7,5,12,8,123,7,5,13,12
967533,1,0,1,G,40,4,2,6,7,61,4,2,6,10
399090,1,0,1,G,87,5,5,7,7,121,5,5,9,11
613581,1,0,1,G,39,4,4,8,8,57,4,4,8,12
146737,1,0,1,G,552,12,7,43,11,710,12,7,44,16
199995,1,0,1,G,8,1,1,1,2,9,1,1,1,3
362960,1,0,1,G,30,10,6,14,6,49,10,6,14,9
687991,1,0,1,G,36,2,2,3,6,55,2,2,3,10
644688,1,0,1,G,56,7,5,11,6,100,7,5,11,9
861057,1,0,1,G,82,8,5,11,7,127,9,6,14,11
827664,1,0,1,G,103,5,4,9,7,140,5,4,9,10
688978,1,0,1,G,71,4,4,10,7,107,5,4,11,10
714829,1,0,1,G,111,9,5,15,5,170,9,5,16,8
642902,1,0,1,G,26,4,4,4,4,39,4,4,5,7
961028,1,0,1,G,52,4,4,6,6,73,4,4,7,9
590017,1,0,1,G,24,2,2,2,4,30,2,2,2,7
208958,1,0,1,G,31,7,5,8,3,55,7,5,10,6
512777,1,0,1,G,8,3,3,3,4,17,3,3,6,6
213555,1,0,1,G,21,6,5,7,5,44,6,5,9,7
523165,1,0,1,G,28,5,5,5,5,43,5,5,6,7
629982,1,0,1,G,4,2,2,2,2,10,2,2,2,4
552977,1,0,1,G,108,10,6,17,4,167,10,6,18,6
597574,1,0,1,G,40,6,5,7,4,61,6,5,11,7
359095,1,0,1,G,203,22,7,34,6,337,22,7,44,10
450709,1,0,1,G,73,8,6,11,5,109,8,6,12,7
259971,1,0,1,G,150,14,7,15,4,195,14,7,20,7
107710,1,0,1,G,15,4,4,4,4,30,4,4,5,7
54032,1,0,1,G,24,7,5,7,5,41,7,5,8,8
843782,1,1,0,B,17,4,4,5,2,32,4,4,5,4
83667,1,0,1,G,68,9,5,13,5,107,9,5,15,7
437313,1,0,1,G,9,3,2,3,4,17,3,2,4,6
507616,1,0,1,G,50,6,5,7,4,73,6,5,9,7
587195,1,0,1,G,34,13,7,15,3,82,13,7,20,6
366897,1,0,1,G,5,2,2,2,2,11,2,2,2,5
667198,1,0,1,G,0,0,0,1,0,0,0,0,1,0
851774,1,1,0,B,0,0,0,1,0,0,0,0,1,0
358132,1,0,1,G,26,1,1,2,3,35,1,1,2,6
789308,1,0,1,G,100,4,3,8,4,127,4,3,10,9
758303,1,0,1,G,37,2,2,7,6,61,2,2,8,10
564404,1,0,1,G,93,8,6,20,7,172,8,6,22,12
507259,1,0,1,G,13,2,2,2,5,31,2,2,2,9
949230,1,0,1,G,14,4,4,4,3,26,4,4,4,5
677876,1,0,1,G,9,3,2,3,2,17,3,2,3,4
332877,1,0,1,G,70,7,5,10,5,100,7,5,11,8
129216,1,0,1,G,30,11,6,15,4,72,11,6,18,6
992721,1,0,1,G,0,0,0,1,0,0,0,0,1,0
533546,1,1,0,B,0,0,0,1,0,0,0,0,1,0
12530,1,0,1,G,1,1,1,1,1,4,1,1,1,4
13483,1,0,1,G,7,2,1,2,3,13,2,1,2,5
649534,1,0,1,G,19,6,5,6,4,36,6,5,8,7
511025,1,0,1,G,108,8,5,14,8,163,8,5,19,13
72439,1,0,1,G,27,5,5,5,5,44,6,5,9,8
432475,1,0,1,G,102,14,5,25,8,182,14,5,32,11
488447,1,0,1,G,67,17,7,22,4,133,17,7,27,6
745662,1,0,1,G,56,11,5,15,6,116,12,5,24,8
836651,1,0,1,G,102,13,6,24,7,176,14,6,32,10
849002,1,0,1,G,85,9,4,15,5,135,10,5,20,7
615852,1,0,1,G,100,16,7,20,5,172,16,7,22,7
694179,1,0,1,G,79,9,4,15,7,133,10,4,16,10
412812,1,0,1,G,255,27,7,69,9,466,27,7,83,11
415193,1,0,1,G,71,8,5,12,4,114,9,5,14,7
885404,1,0,1,G,106,13,7,24,6,200,13,7,30,8
326884,1,1,0,B,0,0,0,1,0,0,0,0,1,0
